사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소,연봉,잔업시간,미사용휴가일수,급여은행,계좌번호,4대보험가입여부,성과점수,인사고과_2020,인사고과_2021,인사고과_2022,인사고과_2023,인사고과_2024,자격증,TOEIC점수,자격증수당여부,포상이력,징계이력,징계사유
EMP0071,황예린,여,46,1981-08-03,810803-2740774,해당없음,2009-08-14,16,전문대졸,경북전문대학교,3.4,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,차장,팀원,2,,,hwangyerin51@gmail.com,010-8001-2063,서울시 강동구 천호동,69000000,22,11,하나은행,162-507839-5868,가입,89,A,A,A,A,A,SQLD,713,해당,,,
EMP0072,장채원,여,45,1982-09-07,820907-2344026,해당없음,2006-09-14,19,대학원졸,국민대학교,3.2,공채,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,부장,팀원,2,,,jangchaewon36@gmail.com,010-6468-6728,경기도 수원시 영통구 매탄동,81000000,15,3,농협은행,301-5550-9980-32,가입,82,B,B,C,B,A,,,비해당,,,
EMP0073,김도현,남,45,1982-05-17,820517-1430828,미필,2007-02-10,19,대학원졸,한국외국어대학교,3.7,공채,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,부장,팀원,2,,,kimdohyun_dev@kakao.com,010-9753-3719,경기도 고양시 일산동구 장항동,93500000,15,10,토스뱅크,100-4376-6439,가입,91,A,A,A,S,B,,,비해당,팀워크상,,
EMP0074,오세연,여,28,1999-05-14,990514-2906859,해당없음,2024-12-02,1,대졸,덕성여자대학교,2.8,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,ohseyeon.7@gmail.com,010-1067-6095,서울시 강남구 삼성동,31000000,18,4,신한은행,180-488-324599,가입,76,,,,,B,ADsP,,해당,,,
EMP0075,고민호,남,25,2002-05-01,020501-3236392,군필,2025-11-24,0,대졸,한양대학교,3.3,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,,,kominho_155@nate.com,010-8304-6826,서울시 강동구 천호동,34000000,12,3,농협은행,302-4704-9232-64,가입,61,,,,,,컴퓨터활용능력1급,587,해당,팀워크상,,
EMP0076,서보미,여,31,1996-12-15,961215-2395968,해당없음,2022-03-03,4,대졸,단국대학교,3.2,추천,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,사원,팀원,1,,,seobomi.6@nate.com,010-2162-5949,경기도 수원시 영통구 매탄동,31000000,14,4,우리은행,1002-180-438261,가입,78,,,B,C,B,정보처리기사,557,해당,,,
EMP0077,배하영,여,30,1997-03-16,970316-2172988,해당없음,2020-04-18,6,대학원졸,한국외국어대학교,3.7,추천,정규직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,대리,팀원,1,,,baehayoung_760@hanmail.net,010-1003-3403,서울시 서초구 방배동,48400000,20,10,기업은행,030-41-928327,가입,80,A,B,B,B,B,,549,비해당,,,
EMP0078,성다현,여,36,1991-04-22,910422-2755584,해당없음,2019-08-07,6,대졸,충남대학교,4,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,대리,팀원,1,,,sungdahyun94@naver.com,010-4083-7301,서울시 노원구 상계동,43000000,21,12,카카오뱅크,333-30-5335214,가입,80,B,A,B,A,B,컴퓨터활용능력1급,,해당,,,
EMP0079,임다현,여,38,1989-11-01,891101-2846722,해당없음,2014-01-03,12,대졸,경북대학교,2.7,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,차장,팀원,2,,,limdahyun.2@kakao.com,010-2311-3327,경기도 성남시 분당구 정자동,62000000,21,11,토스뱅크,100-7291-6138,가입,86,B,B,B,B,B,빅데이터분석기사,,해당,,,
EMP0080,남수연,여,25,2002-12-22,021222-4128624,해당없음,2025-08-21,0,전문대졸,경북전문대학교,3.3,인턴전환,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,사원,팀원,1,정년퇴직,2026-05-07,namsuyeon.3@daum.net,010-5509-5209,서울시 강남구 역삼동,31000000,12,4,기업은행,020-48-350305,가입,62,,,,,,ADsP,793,해당,팀워크상,,
EMP0081,구현우,남,38,1989-03-09,890309-1888977,미필,2012-06-26,13,대졸,중앙대학교,3,공채,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,차장,팀원,2,권고사직,2016-12-09,koohyunwoo61@daum.net,010-8353-7258,서울시 용산구 이태원동,72000000,21,12,카카오뱅크,333-43-8587893,가입,88,A,S,B,A,S,SQLD,737,해당,,,
EMP0082,조민석,남,41,1986-05-11,860511-1302458,군필,2010-10-21,15,대졸,중앙대학교,3.2,추천,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,차장,팀원,2,,,jominseok8@gmail.com,010-3128-7159,경기도 용인시 기흥구 영덕동,64000000,15,2,하나은행,162-348608-5461,가입,87,A,A,B,B,B,SQLD,,해당,,,
EMP0083,윤현우,남,31,1996-11-15,961115-1136554,군필,2020-11-03,5,대졸,성균관대학교,3.7,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,대리,팀원,1,,,yoonhyunwoo3@nate.com,010-7397-5365,서울시 서초구 방배동,42000000,11,14,국민은행,199969-20-155579,가입,76,B,C,B,B,D,빅데이터분석기사,829,해당,MVP,,
EMP0084,배아름,여,31,1996-12-25,961225-2141241,해당없음,2023-07-13,2,대학원졸,고려대학교,2.7,추천,계약직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,사원,팀원,1,,,baeareum90@gmail.com,010-8175-4104,서울시 서초구 방배동,31000000,15,9,기업은행,020-41-395376,가입,66,,,,C,B,ADsP,,해당,,,
EMP0085,서서준,남,50,1977-02-26,770226-1354471,군필,2008-08-13,17,대졸,연세대학교,3,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,부장,팀원,2,,,seoseojun.3@gmail.com,010-2742-2870,경기도 성남시 분당구 판교동,84000000,12,1,하나은행,111-734360-3833,가입,84,B,B,B,B,B,AWS Solutions Architect,509,해당,,,
EMP0086,정도현,남,32,1995-06-04,950604-1107574,군필,2018-11-13,7,전문대졸,영진전문대학교,3.4,공채,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,jungdohyun_926@naver.com,010-5439-9570,서울시 강서구 마곡동,48000000,11,13,우리은행,1002-364-256106,가입,77,B,B,B,B,C,,,비해당,,감봉,지각반복
EMP0087,황윤서,여,36,1991-10-03,911003-2363592,해당없음,2014-12-16,11,대학원졸,인하대학교,2.8,경력,정규직,LG전자,과장,영업관리,두리안정보기술,서울 여의도,영업부,해외영업팀,1,차장,팀원,2,,,hwangyunseo_206@gmail.com,010-8947-9436,서울시 서초구 서초동,70000000,24,14,토스뱅크,100-5383-3793,가입,90,A,S,A,A,B,AWS Solutions Architect,,해당,팀워크상,,
EMP0088,황재원,남,45,1982-12-22,821222-1993021,군필,2011-07-07,14,대졸,성균관대학교,3.6,경력,계약직,SK하이닉스,사원,프로젝트관리,두리안정보기술,서울 강남,인사부,채용팀,3,차장,팀원,2,,,hwangjaewon.3@naver.com,010-4763-2416,서울시 영등포구 여의도동,65000000,22,5,토스뱅크,100-4619-4980,가입,84,A,B,B,B,A,컴퓨터활용능력1급,565,해당,우수사원상,,
EMP0089,신하영,여,38,1989-07-24,890724-2410158,해당없음,2018-01-24,8,고졸,,,경력,정규직,삼성전자,차장,백엔드개발,두리안정보기술,서울 여의도,인사부,교육팀,3,과장,팀원,1,,,shinhayoung.8@nate.com,010-1399-8452,서울시 강서구 마곡동,51000000,28,0,국민은행,386639-87-346092,가입,75,B,C,B,B,B,정보처리기사,,해당,,,
EMP0090,천성호,남,29,1998-01-28,980128-1839113,군필,2023-12-21,2,고졸,,,추천,정규직,,,,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,사원,팀원,1,,,chunsungho.8@nate.com,010-4437-4693,서울시 용산구 이태원동,31000000,13,4,하나은행,111-267615-3868,가입,66,,,,C,C,빅데이터분석기사,816,해당,팀워크상,,
EMP0091,송예은,여,47,1980-06-12,800612-2407410,해당없음,2007-01-03,19,전문대졸,영진전문대학교,3.2,인턴전환,계약직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,songyeeun@naver.com,010-2031-1361,서울시 송파구 잠실동,89000000,20,15,신한은행,100-771-359200,가입,84,B,A,A,B,B,,947,비해당,,,
EMP0092,백하영,여,32,1995-12-17,951217-2933048,해당없음,2020-10-22,5,대졸,서강대학교,2.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,대리,팀원,1,,,baekhayoung_dev@naver.com,010-4361-1568,서울시 용산구 이태원동,46000000,12,3,토스뱅크,100-7368-0621,가입,75,C,B,B,C,C,,589,비해당,,,
EMP0093,임하늘,여,39,1988-02-01,880201-2142027,해당없음,2019-09-10,6,대졸,경북대학교,4,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,limhaneul89@daum.net,010-2515-6347,서울시 강남구 삼성동,54000000,28,3,기업은행,030-72-423884,가입,82,B,B,B,A,A,,,비해당,,,
EMP0094,우준서,남,28,1999-09-28,990928-1944809,군필,2025-01-03,1,대졸,한양대학교,3.9,공채,계약직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,사원,팀원,1,,,woojunseo_kr@kakao.com,010-9606-6495,서울시 강남구 논현동,40700000,16,4,카카오뱅크,333-36-1837472,가입,73,,,,,,,,비해당,,,
EMP0095,강서연,여,31,1996-08-23,960823-2821255,해당없음,2020-03-18,6,고졸,,,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,대리,팀원,1,,,kangseoyeon.8@kakao.com,010-5225-8799,서울시 서초구 서초동,47000000,10,8,국민은행,223969-74-895919,가입,71,B,D,C,D,B,ADsP,840,해당,,,
EMP0096,하아름,여,28,1999-03-11,990311-2384645,해당없음,2025-10-02,0,대졸,한양대학교,3.1,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,3,사원,팀원,1,,,haareum_dev@kakao.com,010-7750-6575,서울시 마포구 상암동,37000000,6,11,기업은행,030-96-965328,가입,77,,,,,,,946,비해당,,,
EMP0097,신준서,남,34,1993-09-20,930920-1894122,군필,2016-04-26,10,대학원졸,부산대학교,3.9,경력,계약직,네이버,대리,프로젝트관리,두리안정보기술,서울 여의도,기획부,전략기획팀,1,과장,팀원,1,,,shinjunseo_kr@gmail.com,010-2085-5942,서울시 강남구 역삼동,59000000,18,3,기업은행,020-10-122691,가입,77,B,B,B,C,B,SQLD,890,해당,,,
EMP0098,윤재현,남,27,2000-01-03,000103-3229620,군필,2025-11-12,0,대졸,덕성여자대학교,3.3,경력,계약직,카카오,대리,백엔드개발,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,자발적퇴직,2026-04-16,yoonjaehyun64@gmail.com,010-6375-9088,서울시 서초구 서초동,32000000,6,4,신한은행,140-271-696421,가입,76,,,,,,빅데이터분석기사,763,해당,,,
EMP0099,류하은,여,40,1987-07-10,870710-2228725,해당없음,2010-04-18,16,대학원졸,충남대학교,2.8,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,차장,팀원,2,,,ryuhaeun_work@kakao.com,010-7626-8938,경기도 성남시 분당구 정자동,66000000,21,15,토스뱅크,100-8048-7850,가입,89,S,A,A,S,B,AWS Solutions Architect,601,해당,,,
EMP0100,임하은,여,25,2002-04-21,020421-4673172,해당없음,2025-08-16,0,대학원졸,덕성여자대학교,3.2,공채,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,사원,팀원,1,권고사직,2025-08-30,limhaeun50@kakao.com,010-1589-1538,서울시 마포구 상암동,35200000,17,13,기업은행,020-69-784801,가입,61,,,,,,ADsP,633,해당,,,
EMP0101,천지유,여,37,1990-07-16,900716-2902364,해당없음,2019-05-23,6,고졸,,,추천,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,과장,팀원,1,,,chunjiyu_465@naver.com,010-4844-6113,경기도 고양시 일산동구 장항동,66000000,24,13,우리은행,1006-341-605917,가입,75,B,B,C,B,C,정보처리기사,687,해당,,,
EMP0102,원시우,남,28,1999-09-11,990911-1311559,군필,2022-03-01,4,대졸,가천대학교,2.9,추천,계약직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,대리,팀원,1,,,wonsiwoo_371@hanmail.net,010-2506-2552,경기도 고양시 일산동구 장항동,38000000,20,6,기업은행,030-84-514627,가입,70,,,C,B,C,,,비해당,,,
EMP0103,송하은,여,39,1988-06-26,880626-2994199,해당없음,2017-07-07,8,대졸,홍익대학교,3.1,추천,계약직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀원,1,,,songhaeun_305@naver.com,010-5919-8133,서울시 영등포구 여의도동,49000000,27,1,토스뱅크,100-3037-0228,가입,85,A,A,B,B,A,,,비해당,,,
EMP0104,정예린,여,31,1996-05-22,960522-2412453,해당없음,2021-11-06,4,대졸,서강대학교,2.5,경력,정규직,카카오,차장,프로젝트관리,두리안정보기술,경기 판교,인사부,교육팀,3,대리,팀원,1,,,jungyerin.2@nate.com,010-9196-2976,경기도 성남시 분당구 정자동,47000000,16,2,카카오뱅크,333-77-8105567,가입,79,,B,B,B,B,,869,비해당,,경고,복무규정위반
EMP0105,노하린,여,36,1991-10-24,911024-2735242,해당없음,2023-06-11,2,대졸,성균관대학교,2.8,경력,정규직,쿠팡,과장,백엔드개발,두리안정보기술,경기 판교,인사부,교육팀,3,대리,팀원,1,,,nohharin33@hanmail.net,010-4872-8248,서울시 은평구 불광동,44000000,21,7,토스뱅크,100-2814-8803,가입,69,,,,C,B,,866,비해당,,,
EMP0106,배현준,남,28,1999-03-15,990315-1760766,군필,2022-05-07,4,대졸,숙명여자대학교,3.7,공채,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,대리,팀원,1,,,baehyunjun52@naver.com,010-5089-9460,경기도 용인시 기흥구 영덕동,48000000,22,0,카카오뱅크,333-41-7073712,가입,72,,,B,B,B,정보보안기사,514,해당,,,
EMP0107,구준혁,남,34,1993-05-06,930506-1278386,미필,2020-12-05,5,전문대졸,경북전문대학교,3.1,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,대리,팀원,1,,,koojunhyuk_606@daum.net,010-5717-9096,서울시 은평구 불광동,48000000,10,14,하나은행,111-037635-0871,가입,81,B,B,B,B,B,빅데이터분석기사,,해당,,,
EMP0108,허건우,남,39,1988-04-14,880414-1803375,군필,2012-12-22,13,대졸,연세대학교,3.4,경력,정규직,롯데그룹,사원,백엔드개발,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,heogunwoo39@hanmail.net,010-3938-5264,서울시 마포구 상암동,62000000,15,12,토스뱅크,100-3679-7961,가입,82,B,B,B,B,B,,976,비해당,,,
EMP0109,고하은,여,25,2002-07-05,020705-4767578,해당없음,2025-12-17,0,대졸,서울대학교,3.8,추천,계약직,,,,두리안정보기술,경기 판교,개발부,AI팀,1,사원,팀원,1,,,kohaeun_dev@naver.com,010-8653-8150,서울시 서초구 서초동,37400000,5,4,기업은행,010-48-281489,가입,66,,,,,,,,비해당,,,
EMP0110,박은별,여,35,1992-02-28,920228-2791577,해당없음,2020-08-16,5,대학원졸,연세대학교,3.8,경력,계약직,카카오,대리,백엔드개발,두리안정보기술,경기 판교,개발부,AI팀,1,대리,팀원,1,,,parkeunbyul_144@gmail.com,010-5635-6294,서울시 강남구 삼성동,44000000,17,0,우리은행,1005-344-252564,가입,76,B,B,B,C,B,SQLD,,해당,,,
EMP0111,차재현,남,28,1999-04-25,990425-1690408,군필,2022-05-06,4,대학원졸,경북대학교,3.7,추천,계약직,,,,두리안정보기술,서울 여의도,개발부,백엔드팀,1,대리,팀원,1,,,chajaehyun79@gmail.com,010-9410-6599,서울시 강서구 마곡동,48400000,11,11,우리은행,1002-875-293470,가입,81,,,B,B,B,정보보안기사,750,해당,,,
EMP0112,진준서,남,39,1988-02-10,880210-1983855,군필,2015-11-17,10,대졸,동국대학교,3.5,경력,계약직,쿠팡,과장,백엔드개발,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,jinjunseo85@hanmail.net,010-5342-6592,서울시 마포구 상암동,55000000,18,13,신한은행,180-791-203105,가입,75,C,B,B,C,B,,,비해당,MVP,,
EMP0113,오주원,남,56,1971-07-18,710718-1353524,군필,2002-11-04,23,대졸,경희대학교,3.5,경력,계약직,KT,차장,마케팅기획,두리안정보기술,경기 판교,개발부,백엔드팀,1,부장,팀원,2,,,ohjuwon99@gmail.com,010-3721-3497,서울시 강서구 마곡동,110000000,11,9,기업은행,010-25-288095,가입,89,A,S,A,A,A,,513,비해당,,,
EMP0114,심서윤,여,40,1987-10-27,871027-2779792,해당없음,2019-04-10,7,전문대졸,영진전문대학교,4,추천,계약직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,과장,팀원,1,,,shimseoyoon80@naver.com,010-5718-4149,경기도 성남시 분당구 판교동,59400000,25,15,농협은행,302-0639-6178-90,가입,75,B,B,B,B,B,,716,비해당,,,
EMP0115,유소희,여,34,1993-10-28,931028-2418402,해당없음,2016-11-11,9,대학원졸,세종대학교,3.7,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,yoosohee_467@hanmail.net,010-1523-2043,서울시 용산구 이태원동,59000000,21,1,기업은행,020-01-543039,미가입,82,B,B,B,B,A,AWS Solutions Architect,,해당,MVP,,
EMP0116,윤유진,여,25,2002-05-11,020511-4264660,해당없음,2025-04-16,1,대학원졸,전북대학교,3.6,공채,정규직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,사원,팀원,1,,,yoonyujin_kr@naver.com,010-3014-4307,서울시 강서구 마곡동,38500000,16,15,토스뱅크,100-8479-0019,가입,74,,,,,,,585,비해당,,,
EMP0117,함서연,여,34,1993-03-03,930303-2555157,해당없음,2021-05-17,5,대졸,국민대학교,2.7,경력,정규직,쿠팡,대리,데이터분석,두리안정보기술,서울 강남,영업부,해외영업팀,1,대리,팀원,1,,,hamseoyeon.7@daum.net,010-6139-6638,서울시 강남구 역삼동,42000000,16,4,카카오뱅크,333-16-3363015,미가입,69,,D,C,C,C,,535,비해당,팀워크상,,
EMP0118,곽유진,여,30,1997-09-20,970920-2861800,해당없음,2023-11-07,2,대졸,가천대학교,2.6,인턴전환,계약직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,,,kwakyujin48@kakao.com,010-5881-1085,서울시 강서구 마곡동,37000000,13,1,카카오뱅크,333-24-4427877,미가입,63,,,,D,D,정보처리기사,,해당,,,
EMP0119,황하영,여,41,1986-10-08,861008-2916656,해당없음,2015-09-28,10,대졸,광운대학교,3.6,경력,계약직,SK하이닉스,사원,인사관리,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀원,1,,,hwanghayoung98@naver.com,010-3364-9286,서울시 서초구 방배동,53000000,22,15,하나은행,200-595377-1460,가입,83,B,B,B,B,B,ADsP,846,해당,,,
EMP0120,천하은,여,25,2002-01-24,020124-4291970,해당없음,2025-08-16,0,전문대졸,인하공업전문대학,2.7,추천,계약직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,사원,팀원,1,,,chunhaeun.8@daum.net,010-8411-6534,서울시 은평구 불광동,32000000,5,11,농협은행,302-6399-8050-74,가입,63,,,,,,,979,비해당,,,
